@RELATION preprocess_reduce_noise

@ATTRIBUTE month REAL
@ATTRIBUTE day REAL
@ATTRIBUTE year REAL
@ATTRIBUTE capturetime {10:00,10:04,10:05,10:06,10:07,10:08,10:10,10:11,10:12,10:13,10:14,10:15,10:17,10:18,10:19,10:20,10:23,10:25,10:27,10:28,10:29,10:30,10:31,10:34,10:35,10:36,10:37,10:38,10:39,10:40,10:42,10:43,10:44,10:45,10:46,10:47,10:48,10:49,10:50,10:52,10:53,10:54,10:55,10:56,10:57,10:58,10:59,11:00,11:02,11:03,11:04,11:05,11:06,11:07,11:08,11:10,11:11,11:13,11:15,11:16,11:17,11:18,11:20,11:21,11:22,11:23,11:24,11:25,11:26,11:27,11:28,11:29,11:30,11:33,11:34,11:35,11:36,11:37,11:38,11:39,11:40,11:41,11:42,11:43,11:45,11:46,11:47,11:48,11:50,11:51,11:52,11:53,11:54,11:55,11:56,11:57,11:58,11:59,12:00,12:01,12:02,12:03,12:04,12:05,12:06,12:07,12:08,12:10,12:12,12:13,12:14,12:15,12:16,12:19,12:20,12:21,12:23,12:24,12:25,12:26,12:27,12:28,12:30,12:31,12:32,12:33,12:34,12:35,12:36,12:38,12:39,12:40,12:42,12:44,12:45,12:46,12:47,12:48,12:49,12:50,12:51,12:52,12:53,12:54,12:55,12:56,12:57,12:58,12:59,13:00,13:01,13:02,13:03,13:04,13:05,13:06,13:07,13:08,13:09,13:10,13:11,13:12,13:13,13:14,13:15,13:16,13:17,13:18,13:20,13:21,13:22,13:23,13:24,13:25,13:26,13:27,13:29,13:30,13:31,13:32,13:33,13:34,13:35,13:36,13:37,13:38,13:39,13:40,13:45,13:47,13:48,13:49,13:50,13:51,13:55,13:56,13:57,13:58,14:00,14:01,14:02,14:03,14:05,14:06,14:07,14:08,14:10,14:12,14:15,14:16,14:19,14:20,14:21,14:22,14:23,14:24,14:25,14:26,14:27,14:28,14:29,14:30,14:33,14:35,14:36,14:38,14:39,14:40,14:42,14:43,14:44,14:45,14:47,14:48,14:49,14:50,14:52,14:53,14:55,14:56,14:57,14:58,15:00,15:01,15:02,15:03,15:07,15:08,15:10,15:11,15:12,15:15,15:17,15:23,15:25,15:30,15:33,15:35,15:40,15:45,15:55,16:00,16:05,16:16,16:35,1:15,1:31,8:00,8:34,8:52,9.12,9:01,9:02,9:05,9:08,9:15,9:18,9:20,9:21,9:22,9:23,9:24,9:25,9:29,9:30,9:33,9:35,9:36,9:38,9:39,9:40,9:41,9:42,9:44,9:45,9:46,9:47,9:48,9:49,9:50,9:52,9:53,9:55,9:56,9:57,9:58,9:59}
@ATTRIBUTE species {CH,RT,SS}
@ATTRIBUTE age {A,I}
@ATTRIBUTE wing REAL
@ATTRIBUTE weight REAL
@ATTRIBUTE culmen REAL
@ATTRIBUTE hallux REAL
@ATTRIBUTE tail REAL
@ATTRIBUTE standardtail REAL
@ATTRIBUTE keelfat REAL
@ATTRIBUTE crop {0,0.125,0.234539823,0.25,0.33,0.4,0.5,0.75,1,3,4,5}

@DATA
9,27,1995,9:40,SS,I,201,130,11.7,14.4,156,199.1821366,2.184303351,0.234539823
9,27,1995,12:50,RT,I,411,1240,26.8,32.7,276,199.1821366,2.184303351,0.234539823
9,27,1995,13:55,RT,I,373,930,24.4,27.4,210,199.1821366,2.184303351,0.234539823
10,1,1995,10:15,SS,I,178,90,10.9,12.1,145,199.1821366,2.184303351,0.234539823
10,1,1995,12:04,RT,I,415,1240,25.6,31.2,231,199.1821366,2.184303351,0.234539823
10,1,1995,12:50,RT,I,383,1030,25.2,29.8,216,199.1821366,2.184303351,0.234539823
10,2,1995,13:55,CH,I,223,550,18.8,21.3,210,199.1821366,2.184303351,0.234539823
10,3,1995,11:20,RT,I,390,1250,26.5,32,210,199.1821366,2.184303351,0.234539823
10,3,1995,11:45,RT,I,390,999,25.3,29.8,220,199.1821366,2.184303351,0.234539823
10,4,1995,12:20,RT,A,365,1120,26.5,30.8,260,199.1821366,2.184303351,0.234539823
10,4,1995,12:54,RT,A,345,1000,26.4,30.1,200,199.1821366,2.184303351,0.234539823
10,5,1995,11:08,CH,I,273,530,19.2,24.7,213,199.1821366,2.184303351,0.234539823
10,6,1995,12:15,RT,I,400,1040,27.7,32.1,230,199.1821366,2.184303351,0.234539823
10,6,1995,12:36,RT,I,380,1150,27.8,31.1,220,199.1821366,2.184303351,0.234539823
10,6,1995,13:05,RT,I,330,1000,25.9,30.2,220,199.1821366,2.184303351,0.234539823
10,6,1995,13:10,RT,I,410,1360,33.3,28.6,235,199.1821366,2.184303351,0.234539823
10,7,1995,12:00,RT,I,313,930,25.7,28.9,215,199.1821366,2.184303351,0.234539823
10,9,1995,11:35,RT,I,384,980,25.8,30.4,215,199.1821366,2.184303351,0.234539823
10,9,1995,11:50,RT,I,409,1260,27.7,31.8,221,199.1821366,2.184303351,0.234539823
10,9,1995,12:50,RT,I,390,900,27.5,28.6,225,199.1821366,2.184303351,0.234539823
10,10,1995,11:50,RT,I,411,1300,25.9,31.9,238,199.1821366,2.184303351,0.234539823
10,10,1995,14:25,CH,I,259,470,16.6,23.4,221,199.1821366,2.184303351,0.234539823
10,11,1995,14:25,RT,A,380,1040,26.4,30.9,212,199.1821366,2.184303351,0.234539823
10,11,1995,14:25,RT,I,370,950,27.3,30.5,215,199.1821366,2.184303351,0.234539823
10,11,1995,13:15,RT,I,415,1320,29.4,33.9,235,199.1821366,2.184303351,0.234539823
10,12,1995,10:37,SS,I,215,180,14.1,12.7,132,199.1821366,2.184303351,0.234539823
10,12,1995,13:20,RT,I,410,1280,27.9,32.7,229,199.1821366,2.184303351,0.234539823
10,12,1995,14:20,RT,I,412,1310,26.1,31.1,251,199.1821366,2.184303351,0.234539823
10,12,1995,14:30,RT,A,384,910,26.4,28.4,215,199.1821366,2.184303351,0.234539823
10,13,1995,12:05,RT,I,404,1220,28.6,30.4,225,199.1821366,2.184303351,0.234539823
10,13,1995,13:00,RT,I,375,920,23.8,28.8,210,199.1821366,2.184303351,0.234539823
10,13,1995,15:00,RT,I,410,1135,26.4,32.4,267,199.1821366,2.184303351,0.234539823
10,14,1995,10:05,RT,I,384,940,26.2,29.8,220,199.1821366,2.184303351,0.234539823
10,14,1995,13:25,RT,I,385,920,25,32.2,238,199.1821366,2.184303351,0.234539823
10,14,1995,13:40,RT,I,398,1280,28,32.4,248,199.1821366,2.184303351,0.234539823
10,15,1995,14:20,CH,A,315.6374862,480,17.7,32.1,198,199.1821366,2.184303351,0.234539823
10,15,1995,14:30,RT,I,425,1220,27.3,33,241,199.1821366,2.184303351,0.234539823
10,15,1995,15:00,RT,I,401,1000,26.7,28,212,199.1821366,2.184303351,0.234539823
10,16,1995,12:35,RT,I,387,1120,26.8,50.2,221,199.1821366,2.184303351,0.234539823
10,16,1995,13:33,RT,I,376,925,26,30.8,233,199.1821366,2.184303351,0.234539823
10,17,1995,11:10,SS,A,171,90,9.9,11.9,138,199.1821366,2.184303351,0.234539823
10,17,1995,11:45,RT,A,420,1280,27.5,31.8,230,199.1821366,2.184303351,0.234539823
10,18,1995,12:20,RT,I,385,985,27.5,30.8,223,199.1821366,2.184303351,0.234539823
10,18,1995,13:05,RT,I,405,1350,28.3,32.6,226,199.1821366,2.184303351,0.234539823
10,18,1995,13:15,RT,I,350,730,24.6,25.7,208,199.1821366,2.184303351,0.234539823
10,18,1995,12:00,RT,I,388,890,27.8,31.2,231,199.1821366,2.184303351,0.234539823
10,18,1995,12:02,RT,I,398,1020,26.5,31.1,217,199.1821366,2.184303351,0.234539823
10,20,1995,10:10,RT,A,410,1000,27.1,30.6,230,199.1821366,2.184303351,0.234539823
10,23,1995,10:30,SS,I,202,150,11.7,14.1,153,199.1821366,2.184303351,0.234539823
10,23,1995,12:20,SS,I,204,180,11.5,12.4,186,199.1821366,2.184303351,0.234539823
11,2,1995,12:05,RT,A,382,1020,26.5,29.4,225,199.1821366,2.184303351,0.234539823
11,2,1995,13:00,RT,I,111,1340,26.85,31.9,226,199.1821366,2.184303351,0.234539823
11,20,1995,14:10,RT,I,396,1300,27.3,30.5,214,199.1821366,2.184303351,0.234539823
11,21,1995,11:45,RT,I,363,1015,25.5,30.1,242,199.1821366,2.184303351,0.234539823
10,2,1996,9:47,RT,I,360,900,30.5,28.8,220,199.1821366,2.184303351,0.234539823
10,10,1996,10:45,RT,I,390,1000,26.1,29.6,250,199.1821366,2.184303351,0.234539823
10,10,1996,11:07,SS,I,195,150,12.3,14.6,178,199.1821366,2.184303351,0.234539823
10,10,1996,12:15,RT,A,390,1050,24.8,32.5,220,199.1821366,2.184303351,0.234539823
10,10,1996,13:20,RT,I,380,950,24.9,29,240,199.1821366,2.184303351,0.234539823
10,14,1996,9:40,CH,I,225,350,12.6,26,215,199.1821366,2.184303351,0.234539823
10,17,1996,13:05,CH,A,247,375,16.9,18.2,160,199.1821366,2.184303351,0.234539823
10,18,1996,10:58,RT,A,415,1175,28.3,33.2,230,199.1821366,2.184303351,0.234539823
10,23,1996,9:25,RT,I,354,980,25.8,29.3,220,199.1821366,2.184303351,0.234539823
10,24,1996,10:35,RT,A,417,1260,29,32.8,234,199.1821366,2.184303351,0.234539823
10,24,1996,11:18,RT,I,379,1050,25.9,31.3,226,199.1821366,2.184303351,0.234539823
10,25,1996,10:40,RT,A,412,1330,29.2,32.2,218,199.1821366,2.184303351,0.234539823
10,27,1996,16:16,RT,A,377,980,28,29.1,209,199.1821366,2.184303351,0.234539823
10,28,1996,12:40,RT,I,372,920,25.3,30,228,199.1821366,2.184303351,0.234539823
10,30,1996,9:25,RT,I,420,1540,29.9,35.5,235,199.1821366,2.184303351,0.234539823
10,30,1996,11:30,RT,I,368,1060,25.5,26.9,223,199.1821366,2.184303351,0.234539823
11,1,1996,14:05,RT,I,406,1420,29.9,32,245,199.1821366,2.184303351,0.234539823
11,7,1996,13:20,CH,I,225,400,15,20,202,199.1821366,2.184303351,0.234539823
9,9,1997,12:01,RT,I,392,1142,27.2,33,235,244,1,0
9,9,1997,13:06,SS,I,191,157,12,13.8,158,162,2,0
9,10,1997,10:39,SS,I,161,98,10.3,11.7,133,137,2,0.25
9,10,1997,14:35,RT,I,365,813,26.2,30.1,221,224,0,0
9,11,1997,10:05,SS,I,156,94,9.9,11.4,125,129,2,0.25
9,12,1997,11:00,SS,I,191,155,16.5,14.4,158,161,1,0
9,14,1997,10:46,SS,I,198,181,12.5,14.1,159,164,2,0
9,14,1997,12:35,SS,I,160,92,9.8,11,132,135,1,0
9,17,1997,12:26,SS,I,164,98,10.1,11.4,136,138,1,0
9,17,1997,13:04,RT,I,352,1024,26.6,30.3,216,225,0,0
9,17,1997,15:02,CH,I,265,464,19.2,24.1,225,229,0,0
9,18,1997,11:16,SS,I,163,100,10.4,11.2,137,139,1,0.25
9,18,1997,14:33,SS,I,193,186,12.8,14,155,159,2,0.25
9,19,1997,13:05,SS,I,190,164,11.9,14.5,155,160,1,0
9,20,1997,10:30,SS,I,165,98,10.1,11.4,138,142,1,0
9,21,1997,10:56,SS,I,162,772.0801782,21.80149834,26.41086475,130,199.1821366,1,0.25
9,21,1997,11:42,SS,A,198,158,12.1,14.5,154,160,1,0
9,21,1997,11:55,RT,I,370,1023,25.8,30.1,216,228,0,0.25
9,23,1997,13:35,RT,I,230,340,16.5,30.5,200,225,0,0.25
9,23,1997,11:43,CH,I,194,163,12.2,20,158,206,1,0
9,23,1997,12:00,SS,I,157,92,9.8,14.7,132,160,1,0
9,23,1997,12:13,SS,I,260,550,19.5,11.2,215,136,0,0
9,24,1997,10:19,CH,A,377,1119,25.4,23.9,226,224,1,1
9,24,1997,11:20,RT,I,364,917,26,29.6,216,225,0,0
9,25,1997,10:45,RT,I,367,946,26.7,28.9,221,232,1,0
9,25,1997,11:00,RT,I,233,337,15.7,31.9,196,225,0,0.5
9,25,1997,12:05,CH,I,336,742,23.4,18.8,221,205,0,0
9,26,1997,10:10,SS,I,259,439,18.8,15.2,218,171,0,0
9,26,1997,10:59,CH,I,199,187,12.2,24.2,157,221,1,0.5
9,26,1997,13:35,SS,I,165,92,9.7,14.6,135,162,1,0
9,26,1997,13:36,SS,I,370,1094,27.3,11.5,221,139,0,0
9,26,1997,14:26,RT,I,362,832,23.8,32.6,210,230,1,0
9,30,1997,12:10,RT,A,368,1244,21.80149834,26.41086475,220,199.1821366,2.184303351,0.234539823
9,30,1997,12:50,RT,I,368,1244,26.7,30.2,220,228,1,0
10,1,1997,10:50,RT,I,367,974,25.2,29.6,221,240,0,0
10,1,1997,11:58,RT,I,400,1289,28.6,32.1,242,261,0,0
10,1,1997,12:25,RT,I,379,999,28.3,32,220,238,1,0
10,1,1997,12:32,RT,I,360,994,26.5,30.4,210,232,1,0
10,1,1997,12:57,RT,I,362,1004,27,31.4,221,240,1,0
10,2,1997,11:52,RT,I,378,1097,28.9,33.4,236,244,1,0
10,2,1997,13:17,SS,I,201,185,13.1,14.5,162,167,1,0
10,6,1997,12:01,SS,I,193,181,12.8,11.5,150,152,0,0
10,6,1997,14:08,RT,I,372,1092,27.2,31.8,235,239,1,0
10,8,1997,10:00,RT,I,369,1049,30.1,32,231,240,0,0
10,8,1997,11:52,RT,I,354,998,27.2,29.2,227,234,1,0
10,9,1997,9:57,RT,I,367,1091,31.8,34.2,238,249,0,0
10,9,1997,13:00,RT,I,349,987,29,31.1,225,237,0,0
10,9,1997,13:27,RT,I,375,1151,34.1,33.7,249,250,1,0.25
10,9,1997,14:27,RT,I,343,971,25.1,26.1,213,224,0,0
10,9,1997,14:58,RT,I,360,1159,32.9,34,240,252,1,0
10,10,1997,11:45,RT,I,395,1239,26.7,33.2,231,243,2,0
10,10,1997,11:55,RT,I,400,1216,28.5,32.1,227,239,2,0
10,10,1997,12:10,SS,A,170,177,12.3,14.4,155,165,2,0
10,13,1997,14:21,CH,I,268,469,20,24.9,227,232,1,0
10,14,1997,11:52,RT,I,369,1039,26.9,29.5,223,245,2,0
10,14,1997,14:15,RT,I,365,1079,25.2,30,228,239,0,0
10,16,1997,13:05,RT,A,375,1159,33.8,32.7,242,252,0,0
10,17,1997,10:00,SS,I,230,162,12.3,13.8,149,153,0,0
10,17,1997,14:35,CH,A,213,339,23.5,13.8,184,181,1,0
10,20,1997,11:21,RT,A,382,1403,34.9,34.7,247,259,1,1
10,20,1997,12:34,SS,I,168,175,12.9,14,158,167,2,0
10,20,1997,12:49,RT,A,478,1473,39.2,44.7,267,272,2,0.5
10,20,1997,13:05,RT,I,469,1001,29.9,43.2,257,269,0,0
10,21,1997,12:16,SS,I,172,98,8.7,10.9,148,148,0,0
10,21,1997,13:47,RT,I,373,914,25.9,30.4,221,251,1,0.5
10,23,1997,12:10,RT,A,386,1059,25.5,30.5,214,227,1,0.5
10,23,1997,14:36,RT,I,384,1147,29,35,229,236,2.184303351,0.234539823
10,31,1997,11:00,RT,I,351,949,26.8,29.7,213,216,0,0
10,31,1997,11:50,SS,I,168,102,9.6,11.9,138,136,1,0
11,1,1997,12:21,RT,I,363,973,24.8,27.3,213,220,1,0.75
11,1,1997,14:22,SS,I,199,196,12.4,15.2,158,163,2,0.234539823
11,3,1997,11:30,CH,I,235,327,16.5,20.3,193,196,1,0
11,3,1997,12:15,RT,A,374,1064,26,32.1,201,210,1,0.5
11,3,1997,12:52,RT,I,369,749,24,26.8,216,224,0,0
11,6,1997,11:22,SS,I,202,201,11.7,14.9,165,166,2,0
11,7,1997,11:26,SS,I,202,180,12.4,14.1,160,164,2,0
11,10,1997,12:30,RT,I,374,1213,24.9,28,244,218,2,0
11,11,1997,11:10,RT,I,389,1200,28.2,30.8,230,240,1,0
11,15,1997,12:54,RT,I,379,1040,25.3,29.4,227,234,0,0
11,18,1997,11:25,SS,I,170,113,10.6,11.1,139,141,1,0
9,20,1998,14:45,RT,I,373,919,24.2,28.5,233,199.1821366,2.184303351,0.234539823
9,21,1998,11:45,RT,I,403,1487,26,32.5,240,199.1821366,2.184303351,0.234539823
10,1,1998,10:42,RT,I,400,1254,25.2,30,237,199.1821366,2.184303351,0.234539823
10,8,1998,9:45,SS,A,205,156,10.8,14.1,144,199.1821366,2.184303351,0.234539823
10,8,1998,10:45,RT,I,405,1189,27.7,31.3,210,199.1821366,2.184303351,0.234539823
10,8,1998,14:10,RT,I,382,979,24.8,27.9,225,199.1821366,2.184303351,0.234539823
10,9,1998,11:15,SS,A,165,96,10.7,11.4,125,199.1821366,2.184303351,0.234539823
10,9,1998,12:10,RT,I,407,1339,27.3,33.4,246,199.1821366,2.184303351,0.234539823
10,9,1998,12:25,RT,I,403,1199,28.8,31,225,199.1821366,2.184303351,0.234539823
10,10,1998,11:00,RT,I,406,1344,27.9,33.1,230,199.1821366,2.184303351,0.234539823
10,10,1998,12:05,RT,I,381,969,26.1,31.1,220,199.1821366,2.184303351,0.234539823
10,12,1998,10:15,RT,I,395,1039,26,29.7,230,199.1821366,2.184303351,0.234539823
10,12,1998,11:45,RT,I,410,1054,28.5,31.5,233,199.1821366,2.184303351,0.234539823
10,12,1998,14:30,CH,A,243,334,17.5,19.2,196,199.1821366,2.184303351,0.234539823
10,14,1998,13:30,SS,I,170,101,9.8,11,135,199.1821366,2.184303351,0.234539823
10,15,1998,14:35,SS,A,210,181,12.2,15,170,199.1821366,2.184303351,0.234539823
10,21,1998,10:40,RT,A,425,1449,30.3,33,232,199.1821366,2.184303351,0.234539823
10,22,1998,14:01,RT,I,402,985,26.6,29.8,234,199.1821366,2.184303351,0.234539823
10,26,1998,10:17,RT,A,480,1598,34.2,35.4,239,199.1821366,2.184303351,0.234539823
10,26,1998,12:15,RT,I,412,992,30.1,31.5,230,199.1821366,2.184303351,0.234539823
10,29,1998,10:25,CH,I,260,569,19.1,24,227,199.1821366,2.184303351,0.234539823
11,2,1998,11:55,RT,A,381,1354,28.2,32,213,199.1821366,2.184303351,0.234539823
11,3,1998,14:53,RT,A,392,969,25.9,29,207,199.1821366,2.184303351,0.234539823
11,4,1998,10:35,RT,I,382,1080,25.3,31,214,199.1821366,2.184303351,0.234539823
11,4,1998,12:10,SS,A,196,185,12.5,14,146,199.1821366,2.184303351,0.234539823
11,9,1998,1:31,RT,A,391,1097,27.9,32.8,217,199.1821366,2.184303351,0.234539823
11,11,1998,11:48,RT,A,397,1439,28.8,31.4,216,199.1821366,2.184303351,0.234539823
11,11,1998,12:52,RT,I,361,772.0801782,24.4,27.9,214,199.1821366,2.184303351,0.234539823
11,11,1998,14:15,RT,I,376,1019,25.8,29.5,216,199.1821366,2.184303351,0.234539823
11,12,1998,14:00,RT,A,410,1239,29.5,31.8,222,199.1821366,2.184303351,0.234539823
11,18,1998,11:30,RT,I,381,1399,27.6,31.3,288,199.1821366,2.184303351,0.234539823
11,19,1998,13:07,RT,I,396,1169,27.5,25.2,238,199.1821366,2.184303351,0.234539823
11,20,1998,10:30,RT,I,383,1164,27,29.9,199,199.1821366,2.184303351,0.234539823
11,20,1998,11:52,SS,I,203,176,11.5,14.7,161,199.1821366,2.184303351,0.234539823
9,5,1999,11:35,RT,I,271,772.0801782,27.4,33,235,236,2,0
9,7,1999,11:00,CH,I,255,429,19,22.9,208,216,2.184303351,0.234539823
9,10,1999,11:05,SS,I,196,160,12.3,14.7,137,136,4,1
9,13,1999,10:15,SS,I,168,105,10.2,11,143,139,2,0
9,14,1999,15:30,RT,I,392,890,24.1,29.2,219,200,0,1
9,16,1999,12:08,SS,I,163,100,9.7,11.6,128,115,2,1
9,18,1999,11:10,SS,I,205,772.0801782,13.7,15,161,164,2.184303351,0.234539823
9,18,1999,12:08,RT,I,395,1215,28.3,33,236,240,2,1
9,18,1999,15:08,SS,I,163,100,9.9,11.3,131,137,3,3
9,18,1999,15:45,RT,I,370,1030,27.6,31.4,225,227,2,0
9,20,1999,10:17,CH,A,225,340,15.7,19.4,190,198,2,1
9,21,1999,12:12,SS,I,197,165,11.9,9.6,150,152,1,0
9,21,1999,13:00,RT,I,376,985,26.4,30.3,223,219,1,0
9,22,1999,10:55,RT,I,372,975,26.5,31.6,225,220,1,0.5
9,23,1999,11:11,RT,I,391,1165,28.2,32.4,241,241,1,1
9,24,1999,12:30,SS,I,165,95,9.7,11.2,136,138,1,1
9,24,1999,14:24,RT,I,364,1044,23.5,29,210,222,1,1
9,25,1999,11:35,SS,A,202,180,12.9,15,160,158,3,0
9,25,1999,12:00,SS,I,163,125,9.7,10.9,135,131,2,1
9,25,1999,12:35,RT,I,381,1080,21.80149834,32.3,223,216,2.184303351,0.234539823
9,25,1999,14:10,RT,I,375,890,24.6,28,219,216,2.184303351,0.234539823
9,26,1999,12:55,RT,I,392,1105,26.4,33.6,229,225,2.184303351,0.234539823
9,29,1999,13:08,RT,A,398,1310,28.3,35.2,211,217,2,0
9,30,1999,9:20,RT,I,371,895,26.8,31,204,206,1,0
9,30,1999,12:31,RT,A,367,1060,26.8,31,204,206,3,1
9,30,1999,13:10,SS,A,193,165,13.2,14.6,146,156,1,0
10,2,1999,10:25,RT,A,375,960,28.9,29.3,214,202,2.184303351,0.234539823
10,4,1999,13:21,RT,I,408,1270,29.4,33,236,231,1,1
10,4,1999,15:10,CH,A,252,540,20,28.8,185,211,1,1
10,5,1999,9:38,CH,A,237,365,17.3,19.9,195,191,3,0.234539823
10,5,1999,10:43,RT,I,399,1170,28.3,29.9,247,236,0,3
10,6,1999,9:45,CH,A,268,590,20,19.9,215,206,2,0.5
10,7,1999,12:40,RT,I,388,1225,29,31.5,227,219,3,0
10,8,1999,13:39,SS,A,200,175,12.3,15.6,155,152,3,0.5
10,11,1999,11:13,SS,I,192,170,12.4,15.5,159,150,4,0.5
10,11,1999,13:11,SS,A,167,100,10,11.3,132,131,4,0.25
10,11,1999,15:00,RT,I,370,1060,26.6,31.9,225,220,2,0
10,11,1999,15:00,SS,A,162,110,10,11.8,130,131,3,1
10,12,1999,11:05,RT,I,363,850,25.5,30,220,216,0,0
10,12,1999,11:20,RT,I,371,1145,25.5,10.3,215,214,2,1
10,13,1999,9:01,SS,A,199,165,12.5,15.7,161,155,4,1
10,14,1999,9:23,RT,I,386,1090,26.1,28.2,226,225,2,0.5
10,14,1999,9:52,RT,I,400,1345,32.6,33.9,227,233,3,0.25
10,14,1999,13:15,RT,I,390,1050,26.6,29,236,232,1,1
10,14,1999,13:49,SS,A,199,200,12.5,14.9,169,156,3,1
10,14,1999,14:45,CH,A,254,505,19.6,24,212,209,3,0.25
10,15,1999,10:08,RT,A,382,1040,27.1,30.8,210,203,1,0
10,15,1999,10:50,SS,A,196,155,12.7,14.3,164,154,4,0
10,15,1999,11:29,RT,I,354,965,26.2,28.5,226,222,2,0
10,15,1999,12:27,RT,I,403,1105,28.9,33.2,242,236,1,0
10,15,1999,13:35,SS,I,194,155,12.6,13.7,153,149,0,4
10,15,1999,14:08,RT,I,375,1045,27.2,30,221,214,2,1
10,15,1999,14:39,RT,I,369,900,24.4,27.3,220,212,2,0
10,15,1999,15:33,RT,I,368,1015,25.7,30.3,219,216,2,0
10,16,1999,13:05,RT,A,393,1385,27.9,32.6,225,222,2,0
10,20,1999,11:28,RT,I,370,1165,26,31.5,221,212,2,0.25
10,20,1999,13:07,RT,I,378,905,28,32.3,215,216,0,0
10,21,1999,11:50,RT,I,369,985,26,31.1,223,228,2,0
10,21,1999,13:56,RT,I,364,800,25.5,28.6,219,211,2,0
10,22,1999,9:40,RT,I,387,995,26.9,31.4,235,226,2,0
10,23,1999,10:40,RT,A,410,1460,29.4,33.6,216,221,2,1
10,23,1999,11:39,SS,I,194,165,11.9,14.1,151,158,3,0
10,25,1999,14:00,RT,A,410,1585,30.6,39.8,130,251,3,0
10,27,1999,11:48,SS,A,194,185,13.1,15.5,154,163,1,0
10,27,1999,12:55,RT,I,373,920,25,28.3,223,226,2,0
11,1,1999,12:55,RT,I,390,1460,29.3,35.6,221,234,1,0.5
11,2,1999,10:00,RT,A,404,1315,30,32.5,220,245,1,0
11,2,1999,11:35,RT,I,375,1019,26,29.9,186,205,0,1
11,3,1999,10:27,RT,I,395,1215,29.7,31.3,217,223,2,0
11,3,1999,14:30,RT,I,379,1005,27.8,31.4,209,224,1,0
11,4,1999,12:15,RT,I,382,1350,27.9,29.9,215,217,2,0
11,4,1999,14:00,RT,I,404,1145,27.7,31.8,214,226,1,0
11,5,1999,10:48,SS,A,205,175,12.25,15.5,169,164,4,0
11,5,1999,14:10,RT,A,377,1010,25.4,29,207,214,0,0.5
11,6,1999,11:54,SS,I,184,155,12,14.9,153,157,3,0
11,8,1999,12:25,RT,I,390,1120,26.6,30,210,225,1,0.5
11,9,1999,10:25,RT,A,404,280,28.2,31.55,224,226,3,0
11,10,1999,10:15,RT,I,351,775,25.4,29.3,200,215,1,0
11,10,1999,12:45,RT,I,394,1210,29.4,31.7,207,227,2,0
11,10,1999,1:15,SS,A,175,107,10,11.4,137,146,1,0
11,12,1999,13:50,RT,A,372,909,24.4,25.4,212,216,2,0.25
11,13,1999,10:30,SS,I,169,95,10,11.85,132,144,2,0
11,13,1999,11:30,RT,I,376,1145,25.1,31.55,226,234,2,0.75
11,13,1999,12:05,RT,I,399,1150,27.2,29.55,232,243,2,0
11,17,1999,13:11,RT,I,399,1560,30,33.85,228,232,3,1
11,19,1999,9:58,RT,I,357,940,23.6,28.35,205,212,3,0
9,7,2000,10:30,SS,I,195,145,11.7,14.6,155,160,4,0
9,7,2000,13:25,RT,I,400,1089,27.3,33.1,228,238,1,0.5
9,9,2000,9:29,RT,I,382,1194,29.4,33.8,237,234,1,0
9,9,2000,9:38,SS,I,161,95,10.1,11.3,135,129,4,0
9,13,2000,9:35,RT,I,390,1015,28,30.1,230,220,2,0
9,13,2000,10:35,RT,I,379,975,24.1,29.1,219,227,2,0
9,13,2000,11:35,RT,I,376,1035,26.8,30.5,223,234,2,5
9,13,2000,12:10,RT,A,331,1055,27,30.4,210,223,2,1
9,13,2000,14:02,RT,I,371,945,26.1,30.2,222,226,1,0
9,14,2000,11:34,SS,I,160,90,11,11.8,124,129,3,0.5
9,15,2000,14:12,RT,I,361,785,25.2,28.7,201,211,1,0.5
9,16,2000,12:23,CH,A,268,56,19.3,26.1,206,223,3,0.25
9,18,2000,12:05,RT,I,394,1220,30.3,34.5,234,234,1,0
9,18,2000,12:35,SS,A,191,175,13,15.3,149,154,4,0.5
9,18,2000,13:39,RT,A,358,1025,27.4,29,204,201,1,1
9,18,2000,14:33,RT,I,380,1000,26.9,29,204,217,3,1
9,21,2000,10:40,SS,A,188,175,12.1,14.2,154,150,4,0
9,21,2000,11:35,RT,I,397,1210,28.3,34,224,219,2,0.5
9,21,2000,12:58,SS,A,196,180,13.1,13.9,150,160,4,1
9,21,2000,13:32,SS,A,190,175,12.8,14.6,147,149,4,0.25
9,22,2000,13:34,SS,I,161,90,9.8,11.1,130,136,3,0.5
9,25,2000,9:50,CH,A,145,320,16.5,20.5,180,196,1,0.25
9,25,2000,12:06,RT,I,392,1185,28.5,33,229,234,2,0
9,25,2000,12:20,SS,I,190,772.0801782,11.9,14.6,153,160,2,0.5
9,25,2000,13:18,CH,I,230,350,16.4,21.3,187,206,2,1
9,25,2000,14:52,RT,A,406,772.0801782,27,31.1,222,224,2,0.5
9,26,2000,10:35,RT,I,363,950,24.6,30.3,214,219,2,0
9,26,2000,11:40,SS,I,162,85,10.1,11.4,132,137,2,0
9,26,2000,12:10,RT,I,374,895,26.4,30.8,219,227,2,0
9,26,2000,12:40,RT,I,412,1150,27.8,33.2,230,240,1,0.25
9,26,2000,13:23,CH,I,272,565,20.7,24,219,240,2,0
9,26,2000,14:25,RT,I,388,950,26.5,32.2,230,235,2,0
9,27,2000,11:30,RT,I,371,990,26.9,29.7,217,221,2,0
9,27,2000,12:20,CH,I,225,325,15.8,18.7,179,187,2,0.5
